id,nom,categorie,sous_categorie,categorie_v1,sous_categorie_v1,ville_region,adresse,telephone,latitude,longitude,source,statut_verification
778,Societe des Eaux de Tadjourah? / eau minerale locale,"Industrie, Énergie & Grandes entreprises",Production industrielle,entreprise,boissons,Djibouti-ville,,,,,connaissance_generale,a_verifier
779,Grands Moulins de Djibouti,"Industrie, Énergie & Grandes entreprises",Production industrielle,entreprise,minoterie,Djibouti-ville,,,,,connaissance_generale,a_verifier
780,SIAF - Societe Industrielle?,"Industrie, Énergie & Grandes entreprises",Production industrielle,entreprise,industrie,Djibouti-ville,,,,,connaissance_generale,a_verifier
781,Salt Investment / Lac Assal Salt Project,"Industrie, Énergie & Grandes entreprises",Production industrielle,entreprise,exploitation du sel,Djibouti-ville,,,,,connaissance_generale,a_verifier
782,Djibouti Data Center,Télécom & Tech,Datacenter / câbles sous-marins,entreprise,datacenter / cables sous-marins,Djibouti-ville,,,,,connaissance_generale,a_verifier
783,Djibouti Telecom - Djibouti Internet Exchange (DjIX),Télécom & Tech,Datacenter / câbles sous-marins,entreprise,interconnexion internet,Djibouti-ville,,,,,connaissance_generale,a_verifier
784,RTD - Radiodiffusion-Television de Djibouti,Culture & Culte,"Média (radio, presse)",media,television / radio publique,Djibouti-ville,,,,,connaissance_generale,a_verifier
785,La Nation (quotidien national),Culture & Culte,"Média (radio, presse)",media,presse ecrite,Djibouti-ville,,,,,connaissance_generale,a_verifier
786,Al-Qarn (journal en arabe),Culture & Culte,"Média (radio, presse)",media,presse ecrite,Djibouti-ville,,,,,connaissance_generale,a_verifier
787,ADI - Agence Djiboutienne d'Information,Culture & Culte,"Média (radio, presse)",media,agence de presse,Djibouti-ville,,+253 77 60 30 80,11.5504385,43.1278293,google_places,a_verifier
788,Radio Sawa Djibouti?,Culture & Culte,"Média (radio, presse)",media,radio,Djibouti-ville,,,,,connaissance_generale,a_verifier
789,La Voix de Djibouti (diaspora),Culture & Culte,"Média (radio, presse)",media,radio / web,Djibouti-ville,,,,,connaissance_generale,a_verifier
790,Hopital Dar El Hanan (maternite),Santé,Centre médical spécialisé,sante,maternite,Djibouti-ville,,+253 77 25 31 61,11.5747579,43.1356699,google_places,geolocalise
791,Hopital Medico-Chirurgical Bouffard (cooperation militaire),Santé,Hôpital public,sante,hopital,Djibouti-ville,Bd de Gaulle,,11.5874786,43.1527932,google_places,a_verifier
792,Centre Paul Faure (pneumo-phtisiologie),Santé,Centre médical spécialisé,sante,centre specialise,Djibouti-ville,,+253 21 35 11 79,11.5868871,43.1522698,google_places,geolocalise
793,Polyclinique de la CNSS,Santé,Clinique privée / polyclinique,sante,polyclinique,Djibouti-ville,,+253 21 25 06 97,11.6023003,43.150354,google_places,geolocalise
794,Centre Yonis Toussaint,Santé,Centre médical spécialisé,sante,centre de sante,Djibouti-ville,,+253 77 33 36 08,11.5936858,43.1487695,google_places,geolocalise
795,Hopital regional d'Ali Sabieh,Santé,Hôpital public,sante,hopital regional,Ali Sabieh,,,11.1502021,42.6960001,google_places,geolocalise
796,Hopital regional de Dikhil,Santé,Hôpital public,sante,hopital regional,Dikhil,,,,,connaissance_generale,a_verifier
797,Hopital regional de Tadjourah,Santé,Hôpital public,sante,hopital regional,Tadjourah,,+253 77 62 28 04,11.7913933,42.8796938,google_places,a_verifier
798,Hopital regional d'Obock,Santé,Hôpital public,sante,hopital regional,Obock,,+253 27 42 80 23,11.9621795,43.2895309,google_places,geolocalise
799,Centre medico-hospitalier d'Arta,Santé,Hôpital public,sante,hopital regional,Arta,,,11.5272787,42.8525054,google_places,a_verifier
800,Croissant-Rouge - dispensaires,Santé,Centre médical spécialisé,sante,dispensaire,Djibouti-ville,,,,,connaissance_generale,a_verifier
801,Programme National de Lutte contre le Paludisme,Santé,Centre médical spécialisé,sante,programme de sante,Djibouti-ville,,,,,connaissance_generale,a_verifier
802,Laboratoire National de Sante Publique?,Santé,Laboratoire d'analyses médicales,sante,laboratoire,Djibouti-ville,,,,,connaissance_generale,a_verifier
803,Universite de Djibouti - Campus historique (Djibouti-ville),Éducation & Formation,Université / institut supérieur,education,universite,Djibouti-ville,Ave Georges Clemenceau,,11.5936198,43.1501852,google_places,geolocalise
804,Faculte de Medecine de Djibouti,Éducation & Formation,Université / institut supérieur,education,faculte,Djibouti-ville,,+253 21 35 21 70,11.6098125,43.1523125,google_places,geolocalise
805,Lycee Industriel et Commercial (LIC),Éducation & Formation,Lycée (public / privé),education,lycee technique,Djibouti-ville,,+253 77 21 28 52,11.5810662,43.1344395,google_places,geolocalise
806,Lycee de Gabode,Éducation & Formation,Lycée (public / privé),education,lycee public,Djibouti-ville,Gabode,+253 77 64 53 82,11.561919,43.1450211,google_places,a_verifier
807,Lycee Hassan Gouled Aptidon?,Éducation & Formation,Lycée (public / privé),education,lycee public,Arta,,+253 27 42 22 04,11.5255528,42.8479474,google_places,a_verifier
808,College de Fukuzawa?,Éducation & Formation,Collège,education,college public,Djibouti-ville,,,,,connaissance_generale,a_verifier
809,CFPA - Centre de Formation Professionnelle des Adultes,Éducation & Formation,Centre de formation,education,formation professionnelle,Djibouti-ville,,+253 21 35 12 17,11.5794294,43.1477549,google_places,a_verifier
810,Lycee de Tadjourah,Éducation & Formation,Lycée (public / privé),education,lycee public,Tadjourah,,+253 77 05 59 61,11.7914105,42.8822778,google_places,geolocalise
811,Lycee d'Obock,Éducation & Formation,Lycée (public / privé),education,lycee public,Obock,RN14,+253 77 24 11 65,11.9634451,43.2882772,google_places,geolocalise
812,Lycee d'Arta,Éducation & Formation,Lycée (public / privé),education,lycee public,Arta,,+253 27 42 22 04,11.5255528,42.8479474,google_places,a_verifier
813,Centre de Formation de l'Universite? / IUT-I,Éducation & Formation,Université / institut supérieur,education,institut technologique,Djibouti-ville,,,,,connaissance_generale,a_verifier
814,Ecole Hoteliere d'Arta,Éducation & Formation,Centre de formation,education,formation hoteliere,Arta,,+253 77 63 17 10,11.5255528,42.8479474,google_places,geolocalise
815,Ecole Nationale du Commerce?,Éducation & Formation,Centre de formation,education,formation,Djibouti-ville,,,,,connaissance_generale,a_verifier
816,Madrasa Al-Ouns? / ecoles coraniques,Culture & Culte,Mosquée,education,enseignement religieux,Djibouti-ville,,,,,connaissance_generale,a_verifier
817,Swiss School? / autres ecoles privees,Éducation & Formation,Lycée (public / privé),education,ecole privee,Djibouti-ville,,,,,connaissance_generale,a_verifier
818,Palais du Peuple,Culture & Culte,Institut / centre culturel,culture,palais des congres,Djibouti-ville,,+253 21 35 40 60,11.5995302,43.1471873,google_places,geolocalise
819,Theatre des Salines (historique),Culture & Culte,Institut / centre culturel,culture,theatre,Djibouti-ville,,,,,connaissance_generale,a_verifier
820,Stade National Hassan Gouled Aptidon,Tourisme & Loisirs,Complexe sportif / salle de sport,culture,stade,Djibouti-ville,Stade Municipal,+253 77 88 32 97,11.578911,43.1487048,google_places,a_verifier
821,Stade du Ville? / Stade El Hadj Hassan Gouled,Tourisme & Loisirs,Complexe sportif / salle de sport,culture,stade,Djibouti-ville,,+253 77 61 99 10,11.5741717,43.1319262,google_places,a_verifier
822,Bibliotheque Universitaire de Djibouti,Culture & Culte,Bibliothèque / archives,culture,bibliotheque,Djibouti-ville,,,,,connaissance_generale,a_verifier
823,Archives Nationales de Djibouti,Culture & Culte,Bibliothèque / archives,culture,archives,Djibouti-ville,,,,,connaissance_generale,a_verifier
824,Federation Djiboutienne de Football,Tourisme & Loisirs,Complexe sportif / salle de sport,culture,federation sportive,Djibouti-ville,Stade Municipal,+253 77 62 00 53,11.578911,43.1487048,google_places,geolocalise
825,Comite National Olympique Djiboutien,Tourisme & Loisirs,Complexe sportif / salle de sport,culture,sport,Djibouti-ville,,,,,connaissance_generale,a_verifier
826,Cathedrale Notre-Dame du Bon Pasteur,Culture & Culte,Église,culture,eglise catholique,Djibouti-ville,,+253 77 19 94 82,11.6001158,43.1512891,google_places,geolocalise
827,Eglise Ethiopienne Orthodoxe de Djibouti,Culture & Culte,Église,culture,eglise orthodoxe,Djibouti-ville,,,,,connaissance_generale,a_verifier
828,Eglise Protestante de Djibouti,Culture & Culte,Église,culture,eglise protestante,Djibouti-ville,,,11.5992953,43.1495819,google_places,geolocalise
829,Chambre de Commerce de Djibouti (CCD),Associations & ONG,Chambre consulaire,ONG_association,chambre consulaire,Djibouti-ville,,,,,connaissance_generale,a_verifier
830,Association Bender Djedid pour le developpement?,Associations & ONG,Association locale,ONG_association,association,Djibouti-ville,,,,,connaissance_generale,a_verifier
831,EVA - association de protection de l'enfance?,Associations & ONG,Association locale,ONG_association,association,Djibouti-ville,,,,,connaissance_generale,a_verifier
832,Paix et Lait? (developpement rural),Associations & ONG,Association locale,ONG_association,association,Djibouti-ville,,,,,connaissance_generale,a_verifier
833,Association des Consommateurs de Djibouti?,Associations & ONG,Association locale,ONG_association,association,Djibouti-ville,,,,,connaissance_generale,a_verifier
834,Scouts de Djibouti,Associations & ONG,Association locale,ONG_association,mouvement de jeunesse,Djibouti-ville,,,,,connaissance_generale,a_verifier
835,Decan - Refuge animalier,Associations & ONG,Association locale,ONG_association,refuge animalier / ecotourisme,Djibouti-ville,,,,,connaissance_generale,a_verifier
836,Lac Assal,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,lac sale - point le plus bas d'Afrique,Region de Tadjourah,,,,,connaissance_generale,a_verifier
837,Lac Abbe,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,lac et cheminees calcaires,Region de Dikhil,,,,,connaissance_generale,a_verifier
838,Foret du Day (Parc national),Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,foret primaire,Region de Tadjourah,,,,,connaissance_generale,a_verifier
839,Massif du Goda,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,massif montagneux,Region de Tadjourah,,,,,connaissance_generale,a_verifier
840,Mont Moussa Ali,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,point culminant (2028 m),Region de Tadjourah,,,,,connaissance_generale,a_verifier
841,Volcan Ardoukoba,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,volcan,Region de Tadjourah,,,,,connaissance_generale,a_verifier
842,Goubet al-Kharab,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,baie volcanique,Region de Tadjourah,,,,,connaissance_generale,a_verifier
843,Ile du Diable,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,ilot volcanique,Region de Tadjourah,,,,,connaissance_generale,a_verifier
844,Iles Moucha,Géographie & Patrimoine naturel,Île / archipel - plongée,tourisme,ile et plongee,Djibouti-ville,,,,,connaissance_generale,a_verifier
845,Ile Maskali,Géographie & Patrimoine naturel,Île / archipel - plongée,tourisme,ile et plongee,Djibouti-ville,,,,,connaissance_generale,a_verifier
846,Iles des Sept Freres (Sawabi),Géographie & Patrimoine naturel,Île / archipel - plongée,tourisme,archipel - plongee,Region d'Obock,,,,,connaissance_generale,a_verifier
847,Ras Bir et son phare,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,cap et phare,Region d'Obock,,,,,connaissance_generale,a_verifier
848,Plage de Khor Ambado,Géographie & Patrimoine naturel,Plage,tourisme,plage,Region d'Arta,,,,,connaissance_generale,a_verifier
849,Grand Bara,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,desert d'argile,Region d'Ali Sabieh,,,,,connaissance_generale,a_verifier
850,Petit Bara,Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,desert d'argile,Region d'Ali Sabieh,,,,,connaissance_generale,a_verifier
851,Grand Canyon d'Arta (Canyon de Dimbiya),Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,canyon,Region d'Arta,,,,,connaissance_generale,a_verifier
852,Vallee de Dittilou,Hébergement,Campement / écolodge,tourisme,oasis de montagne - campements,Region de Tadjourah,,,11.7808009,42.6933558,google_places,a_verifier
853,Bankouale,Hébergement,Campement / écolodge,tourisme,village de montagne - campements,Djibouti-ville,,,11.6143387,43.1482078,google_places,a_verifier
854,Randa,Géographie & Patrimoine naturel,Localité / quartier,tourisme,bourg de montagne,Region de Tadjourah,,,,,connaissance_generale,a_verifier
855,Les Allols (plaine d'Allol),Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,depression saline,Region de Dikhil,,,,,connaissance_generale,a_verifier
856,Abourma (gravures rupestres),Géographie & Patrimoine naturel,Monument / lieu historique,tourisme,site archeologique,Region de Tadjourah,,,,,connaissance_generale,a_verifier
857,Handoga (site archeologique),Géographie & Patrimoine naturel,Monument / lieu historique,tourisme,site archeologique,Region de Dikhil,,,,,connaissance_generale,a_verifier
858,Tropique de l'observation des requins-baleines (Baie de Ghoubet),Tourisme & Loisirs,Centre de plongée / sports nautiques,tourisme,ecotourisme marin,Region d'Arta,,,,,connaissance_generale,a_verifier
859,Aquarium Tropical de Djibouti?,Tourisme & Loisirs,Parc aquatique / cinéma,tourisme,aquarium,Djibouti-ville,,,,,connaissance_generale,a_verifier
860,Jardin d'Ambouli (palmeraie),Géographie & Patrimoine naturel,"Site naturel (désert, lac, volcan...)",tourisme,palmeraie,Djibouti-ville,,,,,connaissance_generale,a_verifier
861,Ville d'Ali Sabieh,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Ali Sabieh,,,,,connaissance_generale,a_verifier
862,Ville de Dikhil,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Dikhil,,,,,connaissance_generale,a_verifier
863,Ville de Tadjourah,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Tadjourah,,,,,connaissance_generale,a_verifier
864,Ville d'Obock,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Obock,,,,,connaissance_generale,a_verifier
865,Ville d'Arta,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Arta,,,,,connaissance_generale,a_verifier
866,Holhol,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Ali Sabieh,,,,,connaissance_generale,a_verifier
867,Ali Adde,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Ali Sabieh,,,,,connaissance_generale,a_verifier
868,Goubetto,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Ali Sabieh,,,,,connaissance_generale,a_verifier
869,Assamo,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Ali Sabieh,,,,,connaissance_generale,a_verifier
870,As Eyla,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Dikhil,,,,,connaissance_generale,a_verifier
871,Yoboki,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Dikhil,,,,,connaissance_generale,a_verifier
872,Mouloud,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Dikhil,,,,,connaissance_generale,a_verifier
873,Galafi,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Dikhil,,,,,connaissance_generale,a_verifier
874,Dorra,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Tadjourah,,,,,connaissance_generale,a_verifier
875,Balho,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Tadjourah,,,,,connaissance_generale,a_verifier
876,Khor Angar,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Obock,,,,,connaissance_generale,a_verifier
877,Alaili Dadda,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Obock,,,,,connaissance_generale,a_verifier
878,Damerjog,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Arta,,,,,connaissance_generale,a_verifier
879,Wea,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Arta,,,,,connaissance_generale,a_verifier
880,Douda,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Arta,,,,,connaissance_generale,a_verifier
881,Loyada,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Arta,,,,,connaissance_generale,a_verifier
882,Quartier 1 a 7 (Djibouti-ville),Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
883,Balbala,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Balbala,,,,,connaissance_generale,a_verifier
884,Haramous,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
885,Heron,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
886,Gabode,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
887,Plateau du Serpent,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
888,Marabout,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
889,Salines Ouest,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
890,Ambouli,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Djibouti-ville,,,,,connaissance_generale,a_verifier
891,PK12,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Balbala,,,,,connaissance_generale,a_verifier
892,Hayableh,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Balbala,,,,,connaissance_generale,a_verifier
893,Cite Hodan,Géographie & Patrimoine naturel,Localité / quartier,lieu,localite / quartier,Balbala,,,,,connaissance_generale,a_verifier
894,Camp de refugies d'Ali Adde,Associations & ONG,Organisation humanitaire,humanitaire,camp de refugies,Ali Sabieh,,,,,connaissance_generale,a_verifier
895,Camp de refugies de Holl-Holl,Associations & ONG,Organisation humanitaire,humanitaire,camp de refugies,Ali Sabieh,,,,,connaissance_generale,a_verifier
896,Camp de refugies de Markazi,Associations & ONG,Organisation humanitaire,humanitaire,camp de refugies,Obock,,,,,connaissance_generale,a_verifier
897,Bac Tadjourah-Obock-Djibouti (liaison maritime),Transport & Logistique,Gare routière / ferroviaire,logistique,ferry / transport maritime de passagers,Djibouti-ville,,,,,connaissance_generale,a_verifier
898,Gare maritime de Djibouti (L'Escale),Transport & Logistique,Port / terminal,logistique,gare maritime / marina,Djibouti-ville,,,,,connaissance_generale,a_verifier
899,Ligne de bus urbains de Djibouti-ville (transport collectif prive),Transport & Logistique,Gare routière / ferroviaire,logistique,transport urbain,Djibouti-ville,,,,,connaissance_generale,a_verifier
